CT_Hour_Begin,Month,Day,Year,Hour_Begin,Metered_Load,Deficit_Energy,Surplus_Energy,Total_Energy_Bought,Hourly_Prices,Hourly_Cost
01/02/2016 11:00,1,2,2016,11,420399.10,31741.60,0.00,31741.60,17.54,556827.018
01/02/2016 12:00,1,2,2016,12,401060.00,30549.20,0.00,30549.20,17.24,526655.9883
01/02/2016 13:00,1,2,2016,13,385820.60,15818.00,0.00,15818.00,17.90,283127.9638
01/02/2016 14:00,1,2,2016,14,382276.40,17179.80,0.00,17179.80,16.85,289562.093
01/02/2016 15:00,1,2,2016,15,393015.70,35677.40,0.00,35677.40,16.95,604689.1171
01/02/2016 16:00,1,2,2016,16,428270.70,39420.70,0.00,39420.70,17.46,688096.2026
01/02/2016 17:00,1,2,2016,17,472976.90,88698.50,0.00,88698.50,19.47,1726640.48
01/02/2016 18:00,1,2,2016,18,477428.60,88335.50,0.00,88335.50,19.24,1699513.185
01/02/2016 19:00,1,2,2016,19,472010.00,84496.50,0.00,84496.50,19.45,1643203.436
01/02/2016 20:00,1,2,2016,20,459648.20,115157.90,0.00,115157.90,18.21,2097278.706
01/02/2016 21:00,1,2,2016,21,438227.90,137332.80,0.00,137332.80,18.48,2537992.544
01/02/2016 22:00,1,2,2016,22,407389.40,99029.70,0.00,99029.70,18.20,1801993.936
01/02/2016 23:00,1,2,2016,23,378063.40,66936.10,0.00,66936.10,17.66,1182145.075
01/03/2016 00:00,1,3,2016,0,362796.50,50303.00,0.00,50303.00,17.24,867027.5383
01/03/2016 01:00,1,3,2016,1,356690.40,65023.20,0.00,65023.20,16.56,1076576.118
01/03/2016 02:00,1,3,2016,2,357080.90,68900.70,0.00,68900.70,16.54,1139769.16
01/03/2016 03:00,1,3,2016,3,361599.70,71629.80,0.00,71629.80,16.49,1181304.336
01/03/2016 04:00,1,3,2016,4,366240.60,47595.90,0.00,47595.90,16.67,793509.3256
01/03/2016 05:00,1,3,2016,5,377795.00,52253.30,0.00,52253.30,17.00,888447.1839
01/03/2016 06:00,1,3,2016,6,395280.60,24119.70,0.00,24119.70,17.27,416653.3457
01/03/2016 07:00,1,3,2016,7,413306.30,17107.20,0.00,17107.20,18.07,309053.543
01/03/2016 08:00,1,3,2016,8,427911.00,37659.60,0.00,37659.60,18.28,688545.5306
01/03/2016 09:00,1,3,2016,9,423368.00,21832.80,0.00,21832.80,18.05,394064.5738
01/03/2016 10:00,1,3,2016,10,409709.30,32033.10,0.00,32033.10,17.56,562414.7466
01/03/2016 11:00,1,3,2016,11,398992.00,32441.20,0.00,32441.20,17.19,557586.3691
01/03/2016 12:00,1,3,2016,12,387377.10,24897.40,0.00,24897.40,16.59,413060.3147
01/03/2016 13:00,1,3,2016,13,375181.40,16029.20,0.00,16029.20,16.43,263353.3443
01/03/2016 14:00,1,3,2016,14,372999.00,15845.50,0.00,15845.50,16.18,256419.8038
01/03/2016 15:00,1,3,2016,15,387422.20,28871.70,0.00,28871.70,16.50,476420.5832
01/03/2016 16:00,1,3,2016,16,430302.40,37511.10,0.00,37511.10,17.32,649553.4609
01/03/2016 17:00,1,3,2016,17,481032.20,81665.10,0.00,81665.10,18.70,1527014.872
01/03/2016 18:00,1,3,2016,18,484916.30,87814.10,0.00,87814.10,20.52,1801594.076
01/03/2016 19:00,1,3,2016,19,477525.40,84945.30,0.00,84945.30,23.55,2000062.572
01/03/2016 20:00,1,3,2016,20,454324.20,83887.10,0.00,83887.10,22.07,1850968.862
01/03/2016 21:00,1,3,2016,21,417114.50,70532.00,0.00,70532.00,18.13,1278716.947
01/03/2016 22:00,1,3,2016,22,377004.10,81364.80,0.00,81364.80,17.71,1440783.469
01/03/2016 23:00,1,3,2016,23,349087.20,56689.60,0.00,56689.60,17.33,982640.5195
01/04/2016 00:00,1,4,2016,0,337935.40,39024.70,0.00,39024.70,16.81,656020.8169
01/04/2016 01:00,1,4,2016,1,337323.80,30322.60,0.00,30322.60,16.91,512670.2627
01/04/2016 02:00,1,4,2016,2,342965.70,12496.00,0.00,12496.00,16.86,210741.2912
01/04/2016 03:00,1,4,2016,3,358840.90,22536.80,0.00,22536.80,16.56,373234.1985
01/04/2016 04:00,1,4,2016,4,393772.50,5164.50,0.00,5164.50,17.32,89474.44605
01/04/2016 05:00,1,4,2016,5,442994.20,28046.70,0.00,28046.70,18.81,527600.4971
01/04/2016 06:00,1,4,2016,6,479528.50,36520.00,0.00,36520.00,29.78,1087704.376
01/04/2016 07:00,1,4,2016,7,485228.70,0.00,-10099.10,0.00,27.10,0
01/04/2016 08:00,1,4,2016,8,477904.90,0.00,-1288.10,0.00,27.14,0
01/04/2016 09:00,1,4,2016,9,467231.60,0.00,-23942.60,0.00,27.27,0
01/04/2016 10:00,1,4,2016,10,457507.60,22382.80,0.00,22382.80,27.38,612926.1186
01/04/2016 11:00,1,4,2016,11,445750.80,33162.80,0.00,33162.80,23.75,787596.6023
01/04/2016 12:00,1,4,2016,12,432663.00,24816.00,0.00,24816.00,20.07,498054.6384
01/04/2016 13:00,1,4,2016,13,423556.10,44948.20,0.00,44948.20,18.39,826768.2012
01/04/2016 14:00,1,4,2016,14,423284.40,47620.10,0.00,47620.10,17.90,852233.1197
01/04/2016 15:00,1,4,2016,15,435971.80,57270.40,0.00,57270.40,18.46,1056965.321
01/04/2016 16:00,1,4,2016,16,486501.40,42032.10,0.00,42032.10,20.58,865222.3721
01/04/2016 17:00,1,4,2016,17,555066.60,86836.20,0.00,86836.20,27.27,2368248.948
01/04/2016 18:00,1,4,2016,18,570225.70,92324.10,0.00,92324.10,33.04,3050526.75
01/04/2016 19:00,1,4,2016,19,563233.00,87325.70,0.00,87325.70,29.84,2606209.319
01/04/2016 20:00,1,4,2016,20,538348.80,101009.70,0.00,101009.70,27.81,2809473.695
01/04/2016 21:00,1,4,2016,21,494534.70,70858.70,0.00,70858.70,26.32,1865319.848
01/04/2016 22:00,1,4,2016,22,453395.80,78570.80,0.00,78570.80,25.60,2011789.62
01/04/2016 23:00,1,4,2016,23,426544.80,66851.40,0.00,66851.40,21.73,1452360.035
01/05/2016 00:00,1,5,2016,0,416113.50,62561.40,0.00,62561.40,20.07,1255438.382
01/05/2016 01:00,1,5,2016,1,416257.60,59153.60,0.00,59153.60,20.65,1221610.57
01/05/2016 02:00,1,5,2016,2,422583.70,55644.60,0.00,55644.60,22.06,1227464.231
01/05/2016 03:00,1,5,2016,3,438009.00,66277.20,0.00,66277.20,24.39,1616235.799
01/05/2016 04:00,1,5,2016,4,473623.70,51773.70,0.00,51773.70,36.46,1887793.359
01/05/2016 05:00,1,5,2016,5,533558.30,41951.80,0.00,41951.80,63.27,2654433.022
01/05/2016 06:00,1,5,2016,6,566276.70,53678.90,0.00,53678.90,76.43,4102528.026
01/05/2016 07:00,1,5,2016,7,551375.00,37692.60,0.00,37692.60,111.97,4220515.807
01/05/2016 08:00,1,5,2016,8,527565.50,67934.90,0.00,67934.90,67.57,4590116.627
01/05/2016 09:00,1,5,2016,9,504493.00,47967.70,0.00,47967.70,38.26,1835023.551
01/05/2016 10:00,1,5,2016,10,483634.80,32588.60,0.00,32588.60,36.94,1203969.533
01/05/2016 11:00,1,5,2016,11,463090.10,6433.90,0.00,6433.90,35.78,230206.2288
01/05/2016 12:00,1,5,2016,12,443734.50,2583.90,0.00,2583.90,28.67,74071.88613
01/05/2016 13:00,1,5,2016,13,430227.60,69078.90,0.00,69078.90,26.53,1832580.322
01/05/2016 14:00,1,5,2016,14,426407.30,65015.50,0.00,65015.50,26.02,1691846.344
01/05/2016 15:00,1,5,2016,15,438458.90,37059.00,0.00,37059.00,36.43,1349900.016
01/05/2016 16:00,1,5,2016,16,483606.20,44513.70,0.00,44513.70,28.17,1254097.824
01/05/2016 17:00,1,5,2016,17,549821.80,44666.60,0.00,44666.60,65.48,2924943.168
01/05/2016 18:00,1,5,2016,18,567414.10,64625.00,0.00,64625.00,65.68,4244253.338
01/05/2016 19:00,1,5,2016,19,563318.80,60204.10,0.00,60204.10,71.71,4317073.46
01/05/2016 20:00,1,5,2016,20,535387.60,35003.10,0.00,35003.10,66.21,2317628.758
01/05/2016 21:00,1,5,2016,21,489922.40,22031.90,0.00,22031.90,44.88,988723.3731
01/05/2016 22:00,1,5,2016,22,447554.80,44957.00,0.00,44957.00,97.90,4401195.89
01/05/2016 23:00,1,5,2016,23,422830.10,67212.20,0.00,67212.20,25.52,1715376.326
01/06/2016 00:00,1,6,2016,0,414100.50,54562.20,0.00,54562.20,21.22,1157575.267
01/06/2016 01:00,1,6,2016,1,413441.60,54668.90,0.00,54668.90,25.74,1407177.486
01/06/2016 02:00,1,6,2016,2,419372.80,55187.00,0.00,55187.00,25.61,1413129.359
01/06/2016 03:00,1,6,2016,3,435124.80,55679.80,0.00,55679.80,56.78,3161421.092
01/06/2016 04:00,1,6,2016,4,471080.50,27949.90,0.00,27949.90,73.67,2059183.728
01/06/2016 05:00,1,6,2016,5,535162.10,16536.30,0.00,16536.30,73.68,1218394.584
01/06/2016 06:00,1,6,2016,6,572303.60,23375.00,0.00,23375.00,106.37,2486352
01/06/2016 07:00,1,6,2016,7,551261.70,0.00,-3534.30,0.00,106.72,0
01/06/2016 08:00,1,6,2016,8,528443.30,0.00,-27262.40,0.00,106.16,0
01/06/2016 09:00,1,6,2016,9,504736.10,0.00,-423370.20,0.00,106.86,0
01/06/2016 10:00,1,6,2016,10,480278.70,0.00,-403285.30,0.00,27.40,0
01/06/2016 11:00,1,6,2016,11,460435.80,0.00,-119037.60,0.00,27.29,0
01/06/2016 12:00,1,6,2016,12,440093.50,0.00,-81505.60,0.00,25.18,0
01/06/2016 13:00,1,6,2016,13,422323.00,0.00,-89507.00,0.00,21.25,0
01/06/2016 14:00,1,6,2016,14,422099.70,0.00,-76985.70,0.00,19.80,0
01/06/2016 15:00,1,6,2016,15,438430.30,0.00,-46988.70,0.00,18.66,0
01/06/2016 16:00,1,6,2016,16,482143.20,0.00,-61448.20,0.00,24.10,0
01/06/2016 17:00,1,6,2016,17,537383.00,0.00,-76415.90,0.00,27.96,0
01/06/2016 18:00,1,6,2016,18,545964.10,0.00,-95296.30,0.00,29.08,0
01/06/2016 19:00,1,6,2016,19,536972.70,0.00,-105985.00,0.00,29.14,0
01/06/2016 20:00,1,6,2016,20,504076.10,0.00,-90368.30,0.00,28.09,0
01/06/2016 21:00,1,6,2016,21,449182.80,0.00,-104.50,0.00,27.52,0
01/06/2016 22:00,1,6,2016,22,397397.00,62212.70,0.00,62212.70,18.73,1165013.684
01/06/2016 23:00,1,6,2016,23,364113.20,47969.90,0.00,47969.90,17.85,856425.8127
01/07/2016 00:00,1,7,2016,0,347329.40,14294.50,0.00,14294.50,19.26,275290.6283
01/07/2016 01:00,1,7,2016,1,339240.00,24510.20,0.00,24510.20,18.40,451095.5249
01/07/2016 02:00,1,7,2016,2,339267.50,29429.40,0.00,29429.40,17.99,529537.9089
01/07/2016 03:00,1,7,2016,3,350850.50,40750.60,0.00,40750.60,17.71,721526.0485
01/07/2016 04:00,1,7,2016,4,380642.90,4790.50,0.00,4790.50,18.58,89010.84335
01/07/2016 05:00,1,7,2016,5,438698.70,0.00,-19143.30,0.00,25.53,0
01/07/2016 06:00,1,7,2016,6,470884.70,0.00,-20397.30,0.00,28.53,0
01/07/2016 07:00,1,7,2016,7,453539.90,0.00,-37690.40,0.00,28.58,0
01/07/2016 08:00,1,7,2016,8,440563.20,0.00,-49511.00,0.00,27.47,0
01/07/2016 09:00,1,7,2016,9,422556.20,0.00,-15070.00,0.00,26.69,0
01/07/2016 10:00,1,7,2016,10,405376.40,0.00,-2864.40,0.00,23.50,0
01/07/2016 11:00,1,7,2016,11,391614.30,0.00,-9928.60,0.00,21.63,0
01/07/2016 12:00,1,7,2016,12,377516.70,4821.30,0.00,4821.30,18.17,87614.10999
01/07/2016 13:00,1,7,2016,13,367557.30,6594.50,0.00,6594.50,17.67,116497.7776
01/07/2016 14:00,1,7,2016,14,369063.20,5276.70,0.00,5276.70,17.99,94917.2796
01/07/2016 15:00,1,7,2016,15,379278.90,19560.20,0.00,19560.20,17.51,342557.7826
01/07/2016 16:00,1,7,2016,16,417033.10,26821.30,0.00,26821.30,18.65,500289.6625
01/07/2016 17:00,1,7,2016,17,460429.20,59337.30,0.00,59337.30,25.83,1532427.309
01/07/2016 18:00,1,7,2016,18,463513.60,60449.40,0.00,60449.40,26.12,1578702.575
01/07/2016 19:00,1,7,2016,19,450431.30,55898.70,0.00,55898.70,25.82,1443131.148
01/07/2016 20:00,1,7,2016,20,420103.20,39149.00,0.00,39149.00,25.81,1010533.563
01/07/2016 21:00,1,7,2016,21,371826.40,20167.40,0.00,20167.40,18.21,367163.6509
01/07/2016 22:00,1,7,2016,22,325366.80,28604.40,0.00,28604.40,16.79,480256.4342
01/07/2016 23:00,1,7,2016,23,292109.40,15203.10,0.00,15203.10,16.29,247625.0522
01/08/2016 00:00,1,8,2016,0,276766.60,8709.80,0.00,8709.80,15.58,135669.9417
01/08/2016 01:00,1,8,2016,1,270800.20,1533.40,0.00,1533.40,15.33,23502.57514
01/08/2016 02:00,1,8,2016,2,272027.80,0.00,-8178.50,0.00,15.05,0
01/08/2016 03:00,1,8,2016,3,282253.40,0.00,-28519.70,0.00,15.22,0
01/08/2016 04:00,1,8,2016,4,313471.40,0.00,-8112.50,0.00,15.53,0
01/08/2016 05:00,1,8,2016,5,372012.30,0.00,-8812.10,0.00,16.91,0
01/08/2016 06:00,1,8,2016,6,412489.00,16331.70,0.00,16331.70,19.58,319751.8216
01/08/2016 07:00,1,8,2016,7,408149.50,16695.80,0.00,16695.80,22.82,380994.8168
01/08/2016 08:00,1,8,2016,8,412275.60,19206.00,0.00,19206.00,22.93,440439.6744
01/08/2016 09:00,1,8,2016,9,414400.80,55284.90,0.00,55284.90,23.86,1319042.429
01/08/2016 10:00,1,8,2016,10,412698.00,63148.80,0.00,63148.80,19.58,1236516.653
01/08/2016 11:00,1,8,2016,11,407436.70,69427.60,0.00,69427.60,20.89,1450224.537
01/08/2016 12:00,1,8,2016,12,401358.10,62829.80,0.00,62829.80,21.26,1335956.32
01/08/2016 13:00,1,8,2016,13,395716.20,75530.40,0.00,75530.40,18.38,1388127.903
01/08/2016 14:00,1,8,2016,14,398498.10,80058.00,0.00,80058.00,18.01,1442012.702
01/08/2016 15:00,1,8,2016,15,408089.00,87882.30,0.00,87882.30,17.75,1559831.731
01/08/2016 16:00,1,8,2016,16,437246.70,98110.10,0.00,98110.10,17.98,1764215.818
01/08/2016 17:00,1,8,2016,17,461320.20,77191.40,0.00,77191.40,25.92,2000469.165
01/08/2016 18:00,1,8,2016,18,453126.30,71035.80,0.00,71035.80,24.71,1755621.383
01/08/2016 19:00,1,8,2016,19,439308.10,70587.00,0.00,70587.00,21.99,1552448.126
01/08/2016 20:00,1,8,2016,20,417899.90,85483.20,0.00,85483.20,18.07,1544493.361
01/08/2016 21:00,1,8,2016,21,385095.70,182096.20,0.00,182096.20,18.14,3302951.924
01/08/2016 22:00,1,8,2016,22,346913.60,187530.20,0.00,187530.20,18.30,3431633.883
01/08/2016 23:00,1,8,2016,23,313902.60,164456.60,0.00,164456.60,17.67,2906063.242
01/09/2016 00:00,1,9,2016,0,294594.30,150096.10,0.00,150096.10,17.19,2579656.642
01/09/2016 01:00,1,9,2016,1,284592.00,141493.00,0.00,141493.00,17.03,2409356.953
01/09/2016 02:00,1,9,2016,2,281631.90,139822.10,0.00,139822.10,16.78,2346746.162
01/09/2016 03:00,1,9,2016,3,283586.60,143543.40,0.00,143543.40,16.71,2398667.631
01/09/2016 04:00,1,9,2016,4,294097.10,151457.90,0.00,151457.90,16.83,2548354.896
01/09/2016 05:00,1,9,2016,5,312526.50,124741.10,0.00,124741.10,16.96,2115209.884
01/09/2016 06:00,1,9,2016,6,340610.60,150268.80,0.00,150268.80,17.74,2665137.383
01/09/2016 07:00,1,9,2016,7,370386.50,179363.80,0.00,179363.80,18.30,3281891.194
01/09/2016 08:00,1,9,2016,8,397207.80,171495.50,0.00,171495.50,18.19,3119297.35
01/09/2016 09:00,1,9,2016,9,411857.60,182485.60,0.00,182485.60,19.35,3531078.111
01/09/2016 10:00,1,9,2016,10,418165.00,180687.10,0.00,180687.10,26.66,4817822.766
01/09/2016 11:00,1,9,2016,11,413404.20,204827.70,0.00,204827.70,22.45,4598013.175
01/09/2016 12:00,1,9,2016,12,401274.50,202891.70,0.00,202891.70,19.33,3921166.151
01/09/2016 13:00,1,9,2016,13,396694.10,242036.30,0.00,242036.30,26.66,6452445.722
01/09/2016 14:00,1,9,2016,14,399682.80,251185.00,0.00,251185.00,26.21,6584689.183
01/09/2016 15:00,1,9,2016,15,410287.90,258220.60,0.00,258220.60,25.92,6691838.493
01/09/2016 16:00,1,9,2016,16,433272.40,239318.20,0.00,239318.20,26.21,6272530.022
01/09/2016 17:00,1,9,2016,17,455972.00,235499.00,0.00,235499.00,33.23,7826408.917
01/09/2016 18:00,1,9,2016,18,447865.00,209843.70,0.00,209843.70,30.46,6391104.649
01/09/2016 19:00,1,9,2016,19,436822.10,204233.70,0.00,204233.70,26.68,5449159.35
01/09/2016 20:00,1,9,2016,20,417571.00,211886.40,0.00,211886.40,27.03,5726399.469
01/09/2016 21:00,1,9,2016,21,385603.90,187305.80,0.00,187305.80,19.42,3637253.869
01/09/2016 22:00,1,9,2016,22,354052.60,210895.30,0.00,210895.30,18.58,3918076.152
01/09/2016 23:00,1,9,2016,23,319143.00,194114.80,0.00,194114.80,18.19,3530210.576
01/10/2016 00:00,1,10,2016,0,295933.00,187243.10,0.00,187243.10,19.94,3732766.096
01/10/2016 01:00,1,10,2016,1,283064.10,174746.00,0.00,174746.00,18.96,3313935.568
01/10/2016 02:00,1,10,2016,2,280241.50,165508.20,0.00,165508.20,18.82,3114053.334
01/10/2016 03:00,1,10,2016,3,286700.70,135267.00,0.00,135267.00,18.79,2541842.777
01/10/2016 04:00,1,10,2016,4,299477.20,146397.90,0.00,146397.90,19.02,2784092.784
01/10/2016 05:00,1,10,2016,5,320117.60,164817.40,0.00,164817.40,26.26,4327643.435
01/10/2016 06:00,1,10,2016,6,350105.80,164406.00,0.00,164406.00,29.01,4770141.446
01/10/2016 07:00,1,10,2016,7,384739.30,169418.70,0.00,169418.70,26.74,4530374.631
01/10/2016 08:00,1,10,2016,8,412208.50,179583.80,0.00,179583.80,26.56,4770499.98
01/10/2016 09:00,1,10,2016,9,426773.60,195738.40,0.00,195738.40,27.35,5354404.358
01/10/2016 10:00,1,10,2016,10,435575.80,213864.20,0.00,213864.20,27.25,5826922.607
01/10/2016 11:00,1,10,2016,11,451198.00,225856.40,0.00,225856.40,27.50,6211660.812
01/10/2016 12:00,1,10,2016,12,459378.70,272937.50,0.00,272937.50,27.96,7631851.081
01/10/2016 13:00,1,10,2016,13,464476.10,215727.60,0.00,215727.60,27.24,5876247.242
01/10/2016 14:00,1,10,2016,14,471885.70,191869.70,0.00,191869.70,27.09,5198325.782
01/10/2016 15:00,1,10,2016,15,489738.70,163903.30,0.00,163903.30,20.40,3343168.391
01/10/2016 16:00,1,10,2016,16,521562.80,150907.90,0.00,150907.90,20.93,3159105.979
01/10/2016 17:00,1,10,2016,17,559081.60,156346.30,0.00,156346.30,26.53,4148555.263
01/10/2016 18:00,1,10,2016,18,565708.00,140167.50,0.00,140167.50,28.84,4042360.616
01/10/2016 19:00,1,10,2016,19,562942.60,132177.10,0.00,132177.10,29.58,3909547.482
01/10/2016 20:00,1,10,2016,20,539826.10,124630.00,0.00,124630.00,29.52,3678977.896
01/10/2016 21:00,1,10,2016,21,498852.20,100032.90,0.00,100032.90,27.40,2740461.315
01/10/2016 22:00,1,10,2016,22,459787.90,105954.20,0.00,105954.20,27.21,2882801.874
01/10/2016 23:00,1,10,2016,23,437063.00,81314.20,0.00,81314.20,21.82,1774658.021
01/11/2016 00:00,1,11,2016,0,429621.50,80588.20,0.00,80588.20,21.06,1696986.022
01/11/2016 01:00,1,11,2016,1,432360.50,82799.20,0.00,82799.20,21.34,1766951.488
01/11/2016 02:00,1,11,2016,2,443007.40,78203.40,0.00,78203.40,26.14,2044010.086
01/11/2016 03:00,1,11,2016,3,462946.00,27260.20,0.00,27260.20,28.35,772843.0261
01/11/2016 04:00,1,11,2016,4,506310.20,0.00,-109309.20,0.00,28.93,0
01/11/2016 05:00,1,11,2016,5,574795.10,0.00,-197365.30,0.00,32.26,0
01/11/2016 06:00,1,11,2016,6,613272.00,0.00,-268046.90,0.00,114.04,0
01/11/2016 07:00,1,11,2016,7,594935.00,0.00,-304613.10,0.00,115.78,0
01/11/2016 08:00,1,11,2016,8,568414.00,0.00,-326375.50,0.00,114.98,0
01/11/2016 09:00,1,11,2016,9,545470.20,0.00,-310698.30,0.00,105.69,0
01/11/2016 10:00,1,11,2016,10,518408.00,0.00,-296337.80,0.00,39.39,0
01/11/2016 11:00,1,11,2016,11,486257.20,0.00,-187173.80,0.00,31.50,0
01/11/2016 12:00,1,11,2016,12,458761.60,34185.80,0.00,34185.80,31.66,1082260.894
01/11/2016 13:00,1,11,2016,13,439139.80,107748.30,0.00,107748.30,31.82,3428270.76
01/11/2016 14:00,1,11,2016,14,433695.90,102141.60,0.00,102141.60,30.06,3070815.705
01/11/2016 15:00,1,11,2016,15,444369.20,88596.20,0.00,88596.20,27.30,2418428.191
01/11/2016 16:00,1,11,2016,16,490165.50,76678.80,0.00,76678.80,30.07,2305792.859
01/11/2016 17:00,1,11,2016,17,558705.40,85317.10,0.00,85317.10,78.89,6730896.375
01/11/2016 18:00,1,11,2016,18,579009.20,85967.20,0.00,85967.20,79.39,6825288.474
01/11/2016 19:00,1,11,2016,19,575375.90,81020.50,0.00,81020.50,78.98,6398918.07
01/11/2016 20:00,1,11,2016,20,550559.90,82682.60,0.00,82682.60,79.18,6547039.779
01/11/2016 21:00,1,11,2016,21,510986.30,67082.40,0.00,67082.40,79.60,5339450.461
01/11/2016 22:00,1,11,2016,22,474431.10,52600.90,0.00,52600.90,34.30,1804226.65
01/11/2016 23:00,1,11,2016,23,448698.80,80491.40,0.00,80491.40,27.24,2192271.82
01/12/2016 00:00,1,12,2016,0,434702.40,80080.00,0.00,80080.00,28.70,2298312.016
01/12/2016 01:00,1,12,2016,1,434644.10,87542.40,0.00,87542.40,29.99,2625414.084
01/12/2016 02:00,1,12,2016,2,441717.10,92403.30,0.00,92403.30,32.17,2972688.084
01/12/2016 03:00,1,12,2016,3,457546.10,36905.00,0.00,36905.00,33.46,1234697.371
01/12/2016 04:00,1,12,2016,4,493413.80,0.00,-155806.20,0.00,35.29,0
01/12/2016 05:00,1,12,2016,5,556219.40,0.00,-281990.50,0.00,78.64,0
01/12/2016 06:00,1,12,2016,6,587083.20,0.00,-305668.00,0.00,79.97,0
01/12/2016 07:00,1,12,2016,7,562263.90,0.00,-314660.50,0.00,80.37,0
01/12/2016 08:00,1,12,2016,8,529183.60,0.00,-322823.60,0.00,86.60,0
01/12/2016 09:00,1,12,2016,9,494809.70,0.00,-327420.50,0.00,35.46,0
01/12/2016 10:00,1,12,2016,10,465181.20,0.00,-326290.80,0.00,32.47,0
01/12/2016 11:00,1,12,2016,11,442222.00,0.00,-228162.00,0.00,29.00,0
01/12/2016 12:00,1,12,2016,12,422386.80,0.00,-13908.40,0.00,27.83,0
01/12/2016 13:00,1,12,2016,13,406184.90,55895.40,0.00,55895.40,27.83,1555317.453
01/12/2016 14:00,1,12,2016,14,402545.00,63593.20,0.00,63593.20,27.49,1748119.834
01/12/2016 15:00,1,12,2016,15,411717.90,74588.80,0.00,74588.80,27.46,2048051.812
01/12/2016 16:00,1,12,2016,16,447200.60,60648.50,0.00,60648.50,25.52,1547719.396
01/12/2016 17:00,1,12,2016,17,503925.40,47058.00,0.00,47058.00,30.51,1435833.696
01/12/2016 18:00,1,12,2016,18,514232.40,29191.80,0.00,29191.80,32.63,952446.697
01/12/2016 19:00,1,12,2016,19,507585.10,26790.50,0.00,26790.50,31.71,849556.2246
01/12/2016 20:00,1,12,2016,20,480357.90,14163.60,0.00,14163.60,31.72,449316.1319
01/12/2016 21:00,1,12,2016,21,435617.60,0.00,-7113.70,0.00,28.44,0
