CT_Hour_Begin,Month,Day,Year,Hour_Begin,Metered_Load,Deficit_Energy,Surplus_Energy,Total_Energy_Bought,Hourly_Prices,Hourly_Cost
1/1/20 0:00,1,1,2020,0,388659.7,130406.1,0,130406.1,16.37,2135191.24
1/1/20 1:00,1,1,2020,1,377294.5,130370.9,0,130370.9,17.5,2281621.12
1/1/20 2:00,1,1,2020,2,375749,125151.4,0,125151.4,19.44,2432680.4
1/1/20 3:00,1,1,2020,3,383579.9,127894.8,0,127894.8,23.22,2969103.36
1/1/20 4:00,1,1,2020,4,397321.1,64832.9,0,64832.9,22.51,1459706.26
1/1/20 5:00,1,1,2020,5,416390.7,20578.8,0,20578.8,22.51,463156.76
1/1/20 6:00,1,1,2020,6,433947.8,7293,0,7293,23.27,169711.03
1/1/20 7:00,1,1,2020,7,442985.4,0,-44356.4,0,22.63,0
1/1/20 8:00,1,1,2020,8,444555.1,0,-66061.6,0,18.27,0
1/1/20 9:00,1,1,2020,9,444530.9,0,-43098,0,17,0
1/1/20 10:00,1,1,2020,10,438752.6,0,-23453.1,0,15.62,0
1/1/20 11:00,1,1,2020,11,427493,0,-20215.8,0,14.89,0
1/1/20 12:00,1,1,2020,12,411735.5,60162.3,0,60162.3,15.32,921758.63
1/1/20 13:00,1,1,2020,13,397934.9,49718.9,0,49718.9,14.13,702528.06
1/1/20 14:00,1,1,2020,14,393410.6,53181.7,0,53181.7,14.32,761535.35
1/1/20 15:00,1,1,2020,15,399207.6,45713.8,0,45713.8,14.8,676614.53
1/1/20 16:00,1,1,2020,16,441553.2,15457.2,0,15457.2,15.35,237337.58
1/1/20 17:00,1,1,2020,17,482266.4,0,-7620.8,0,15.99,0
1/1/20 18:00,1,1,2020,18,484425.7,0,-11559.9,0,17.87,0
1/1/20 19:00,1,1,2020,19,476634.4,0,-11643.5,0,17.78,0
1/1/20 20:00,1,1,2020,20,459380.9,0,-1145.1,0,17.69,0
1/1/20 21:00,1,1,2020,21,428798.7,35053.7,0,35053.7,17.42,610656.49
1/1/20 22:00,1,1,2020,22,393219.2,131011.1,0,131011.1,16.1,2109894.46
1/1/20 23:00,1,1,2020,23,365601.5,118901.2,0,118901.2,16.8,1997456.93
1/2/20 0:00,1,2,2020,0,347223.8,104695.8,0,104695.8,15.72,1645367.78
1/2/20 1:00,1,2,2020,1,338240.1,97543.6,0,97543.6,15.89,1550445.77
1/2/20 2:00,1,2,2020,2,338255.5,100072.5,0,100072.5,15.61,1562231.8
1/2/20 3:00,1,2,2020,3,345486.9,59790.5,0,59790.5,15.7,938531.48
1/2/20 4:00,1,2,2020,4,362288.3,31035.4,0,31035.4,15.26,473752.28
1/2/20 5:00,1,2,2020,5,390958.7,41503,0,41503,17.37,720745.25
1/2/20 6:00,1,2,2020,6,420869.9,10237.7,0,10237.7,18.71,191577.06
1/2/20 7:00,1,2,2020,7,435624.2,0,-2432.1,0,18.75,0
1/2/20 8:00,1,2,2020,8,447495.4,0,-28574.7,0,19.01,0
1/2/20 9:00,1,2,2020,9,459503,0,-33741.4,0,19.42,0
1/2/20 10:00,1,2,2020,10,463918.4,0,-8751.6,0,21.21,0
1/2/20 11:00,1,2,2020,11,466721.2,0,-14509,0,22.55,0
1/2/20 12:00,1,2,2020,12,465870.9,4094.2,0,4094.2,23.45,95998.35
1/2/20 13:00,1,2,2020,13,468514.2,19665.8,0,19665.8,24.12,474427.59
1/2/20 14:00,1,2,2020,14,478264.6,30499.7,0,30499.7,24.71,753522.54
1/2/20 15:00,1,2,2020,15,490025.8,29769.3,0,29769.3,24.67,734456.26
1/2/20 16:00,1,2,2020,16,518706.1,52281.9,0,52281.9,24.23,1266722.47
1/2/20 17:00,1,2,2020,17,527715.1,10951.6,0,10951.6,24.76,271172.57
1/2/20 18:00,1,2,2020,18,514400.7,0,-12808.4,0,23.45,0
1/2/20 19:00,1,2,2020,19,493433.6,0,-9155.3,0,23.45,0
1/2/20 20:00,1,2,2020,20,465256,8822,0,8822,22.38,197395.78
1/2/20 21:00,1,2,2020,21,425887,0,-8789,0,19,0
1/2/20 22:00,1,2,2020,22,384793.2,1666.5,0,1666.5,17.13,28544.15
1/2/20 23:00,1,2,2020,23,351550.1,25617.9,0,25617.9,15.38,393946.94
1/3/20 0:00,1,3,2020,0,331914,96554.7,0,96554.7,15.36,1483070.54
1/3/20 1:00,1,3,2020,1,321270.4,92195.4,0,92195.4,14.9,1373766.78
1/3/20 2:00,1,3,2020,2,319764.5,96223.6,0,96223.6,14.78,1422184.81
1/3/20 3:00,1,3,2020,3,325637.4,101218.7,0,101218.7,14.81,1499423.46
1/3/20 4:00,1,3,2020,4,343613.6,104340.5,0,104340.5,14.95,1560380.88
1/3/20 5:00,1,3,2020,5,373439,64038.7,0,64038.7,15.4,986349.67
1/3/20 6:00,1,3,2020,6,404034.4,73896.9,0,73896.9,17.31,1279399.2
1/3/20 7:00,1,3,2020,7,426697.7,75639.3,0,75639.3,17.96,1358731.44
1/3/20 8:00,1,3,2020,8,441086.8,56417.9,0,56417.9,18.94,1068357.56
1/3/20 9:00,1,3,2020,9,442602.6,19998,0,19998,20.15,402895.71
1/3/20 10:00,1,3,2020,10,440854.7,0,-25030.5,0,19.11,0
1/3/20 11:00,1,3,2020,11,437913.3,18989.3,0,18989.3,17.47,331657.62
1/3/20 12:00,1,3,2020,12,431387,26976.4,0,26976.4,18.08,487822.33
1/3/20 13:00,1,3,2020,13,420645.5,0,-1553.2,0,18.61,0
1/3/20 14:00,1,3,2020,14,417920.8,19886.9,0,19886.9,18.89,375755.02
1/3/20 15:00,1,3,2020,15,422684.9,32514.9,0,32514.9,19.55,635624.03
1/3/20 16:00,1,3,2020,16,446549.4,19826.4,0,19826.4,18.81,372867.17
1/3/20 17:00,1,3,2020,17,458962.9,0,-20769.1,0,18.9,0
1/3/20 18:00,1,3,2020,18,447915.6,0,-39843.1,0,19.08,0
1/3/20 19:00,1,3,2020,19,432069,0,-1668.7,0,17.48,0
1/3/20 20:00,1,3,2020,20,410736.7,2062.5,0,2062.5,17.78,36678.68
1/3/20 21:00,1,3,2020,21,380438.3,12283.7,0,12283.7,14.9,183083.64
1/3/20 22:00,1,3,2020,22,345568.3,22154,0,22154,14.65,324487.42
1/3/20 23:00,1,3,2020,23,314561.5,36355,0,36355,14.42,524151.85
1/4/20 0:00,1,4,2020,0,291825.6,94334.9,0,94334.9,14.26,1344781.73
1/4/20 1:00,1,4,2020,1,280627.6,90324.3,0,90324.3,13.9,1255706.48
1/4/20 2:00,1,4,2020,2,276761.1,81626.6,0,81626.6,14.18,1157416.21
1/4/20 3:00,1,4,2020,3,276934.9,79227.5,0,79227.5,13.75,1089029.52
1/4/20 4:00,1,4,2020,4,283673.5,52294,0,52294,13.81,722086.01
1/4/20 5:00,1,4,2020,5,298192.4,51051,0,51051,14.51,740938.9
1/4/20 6:00,1,4,2020,6,321179.1,62736.3,0,62736.3,14.53,911570.99
1/4/20 7:00,1,4,2020,7,345915.9,40621.9,0,40621.9,14.54,590589.62
1/4/20 8:00,1,4,2020,8,374751.3,28495.5,0,28495.5,14.53,414039.62
1/4/20 9:00,1,4,2020,9,393511.8,30206,0,30206,15.05,454551.97
1/4/20 10:00,1,4,2020,10,405231.2,20502.9,0,20502.9,15.07,308898.74
1/4/20 11:00,1,4,2020,11,400940.1,15832.3,0,15832.3,14.82,234623.6
1/4/20 12:00,1,4,2020,12,391554.9,12861.2,0,12861.2,14.56,187235.92
1/4/20 13:00,1,4,2020,13,384863.6,6133.6,0,6133.6,14.06,86250.07
1/4/20 14:00,1,4,2020,14,390239.3,15651.9,0,15651.9,14.07,220159.63
1/4/20 15:00,1,4,2020,15,405115.7,40103.8,0,40103.8,14.58,584725.44
1/4/20 16:00,1,4,2020,16,443571.7,45839.2,0,45839.2,15.57,713748.43
